Drug Name,Current Indication,Possible Repurposed Use,Repurposing Score (%),Molecular Formula,Mechanism of Action,Side Effects,Approval Year,Generic Name,Brand Name,Side Effect Prediction (AI/ML),Pharmacokinetics (ADME),Clinical Trial Data,Preclinical Studies,Pathway Analysis,Dosage Forms,Recommended Dosage,Marketed By,Half-Life (t½) (hours),AI Predicted Repurposing Potential,AI-Based Drug-Drug Interaction Risk,Bioavailability,Absorption Rate,Metabolism Type,AI-Powered Personalized Medicine Suitability
Levothyroxine,Hypertension,Anti-Aging,75.45,C33H35FN2O5,Proton Pump Inhibitor,Acid Reflux,1994,Metformin Hydrochloride,Prilosec,Moderate Risk,Renal Excretion,Phase 1,Toxicology Report,MAPK Pathway,Capsule,10mg once daily,Merck,6,High,Low Risk,Moderate (50-80%),Slow,Renal,Partially Suitable
Aspirin,Cholesterol Control,Parkinson's,46.12,C4H11N5,HMG-CoA Reductase Inhibitor,Gastrointestinal Issues,1994,Atorvastatin Calcium,Aspirin,High Risk,Liver Metabolism,Phase 2,In Vitro Studies,PI3K-AKT Pathway,Topical Gel,500mg twice a day,Merck,6,Low,High Risk,Low (<50%),Moderate,Renal,Not Suitable
Metformin,Acid Reflux,Migraine Treatment,86.52,C4H11N5,Proton Pump Inhibitor,"Nausea, Dizziness",1996,Acetylsalicylic Acid,Prilosec,High Risk,Slow Metabolism,Phase 3,No Preclinical Data,Dopaminergic Pathway,Syrup,As prescribed,Pfizer,6,Low,Moderate Risk,Moderate (50-80%),Moderate,Enzyme-Specific,Partially Suitable
Ibuprofen,Cholesterol Control,Autoimmune Disorders,85.83,C17H19N3O3S,COX Inhibitor,Gastrointestinal Issues,1965,Acetylsalicylic Acid,Lipitor,Moderate Risk,Slow Metabolism,Phase 2,In Vitro Studies,PI3K-AKT Pathway,Tablet,250mg every 8 hours,Novartis,24,Low,Low Risk,Low (<50%),Moderate,Gut,Suitable
Atorvastatin,Pain Relief,Cancer Therapy,70.6,C4H11N5,NSAID,Muscle Pain,1987,Metformin Hydrochloride,Prilosec,Low Risk,Rapid Absorption,Ongoing,Toxicology Report,Immune Response Pathway,Topical Gel,50mg daily,Pfizer,48,Moderate,Moderate Risk,High (>80%),Fast,Liver,Not Suitable
Omeprazole,Fever,Weight Loss,82.21,C33H35FN2O5,COX Inhibitor,Gastrointestinal Issues,1996,Ibuprofen,Aspirin,Low Risk,High Bioavailability,Phase 4,In Vitro Studies,Dopaminergic Pathway,Injection,As prescribed,Pfizer,24,Low,Low Risk,Moderate (50-80%),Moderate,Enzyme-Specific,Suitable
Losartan,Fever,Migraine Treatment,82.06,C33H35FN2O5,HMG-CoA Reductase Inhibitor,Muscle Pain,1965,Ibuprofen,Lipitor,Low Risk,Rapid Absorption,Phase 3,In Vitro Studies,Serotonin Pathway,Injection,250mg every 8 hours,Pfizer,24,High,Moderate Risk,Low (<50%),Slow,Renal,Suitable
Paracetamol,Acid Reflux,Weight Loss,31.76,C9H8O4,COX Inhibitor,"Nausea, Dizziness",1996,Atorvastatin Calcium,Lipitor,High Risk,Rapid Absorption,Phase 1,Toxicology Report,Immune Response Pathway,Topical Gel,10mg once daily,Pfizer,24,Moderate,Low Risk,Moderate (50-80%),Slow,Liver,Partially Suitable
Ranitidine,Hypertension,Cancer Therapy,60.61,C4H11N5,AMPK Activator,"Headache, Rash",1994,Ibuprofen,Lipitor,Low Risk,Liver Metabolism,Completed,Toxicology Report,Dopaminergic Pathway,Syrup,As prescribed,Merck,48,Low,Low Risk,Moderate (50-80%),Fast,Liver,Not Suitable
Simvastatin,Thyroid Hormone Replacement,Alzheimer's,75.83,C17H19N3O3S,COX Inhibitor,"Headache, Rash",1996,Atorvastatin Calcium,Advil,High Risk,Rapid Absorption,Phase 2,No Preclinical Data,MAPK Pathway,Capsule,As prescribed,Merck,6,High,Low Risk,High (>80%),Fast,Enzyme-Specific,Partially Suitable
Levothyroxine,Blood Thinner,Autoimmune Disorders,63.99,C33H35FN2O5,COX Inhibitor,Gastrointestinal Issues,1994,Metformin Hydrochloride,Glucophage,High Risk,Liver Metabolism,Phase 4,Animal Testing,PI3K-AKT Pathway,Injection,250mg every 8 hours,Novartis,12,Low,Low Risk,High (>80%),Fast,Renal,Suitable
Aspirin,Cholesterol Control,Weight Loss,76.84,C9H8O4,AMPK Activator,Gastrointestinal Issues,1996,Acetylsalicylic Acid,Aspirin,Low Risk,High Bioavailability,Phase 4,Animal Testing,Dopaminergic Pathway,Syrup,250mg every 8 hours,Pfizer,12,High,High Risk,Moderate (50-80%),Moderate,Enzyme-Specific,Suitable
Metformin,Gastric Ulcer,Antiviral,46.05,C9H8O4,AMPK Activator,"Nausea, Dizziness",1994,Metformin Hydrochloride,Aspirin,High Risk,Renal Excretion,Phase 1,Animal Testing,PI3K-AKT Pathway,Capsule,10mg once daily,Novartis,12,Low,Low Risk,Low (<50%),Slow,Gut,Suitable
Ibuprofen,Fever,Alzheimer's,79.89,C4H11N5,NSAID,"Nausea, Dizziness",1971,Acetylsalicylic Acid,Prilosec,Low Risk,High Bioavailability,Phase 3,In Vitro Studies,PI3K-AKT Pathway,Capsule,10mg once daily,AstraZeneca,48,Low,Moderate Risk,High (>80%),Moderate,Liver,Partially Suitable
Atorvastatin,Blood Thinner,Autoimmune Disorders,31.41,C9H8O4,NSAID,Acid Reflux,1996,Acetylsalicylic Acid,Aspirin,High Risk,High Bioavailability,Phase 2,Animal Testing,Dopaminergic Pathway,Syrup,10mg once daily,Novartis,12,Low,High Risk,Moderate (50-80%),Slow,Liver,Suitable
Omeprazole,Fever,Cancer Therapy,53.79,C4H11N5,AMPK Activator,Acid Reflux,1996,Atorvastatin Calcium,Lipitor,Low Risk,Slow Metabolism,Phase 2,No Preclinical Data,Dopaminergic Pathway,Topical Gel,10mg once daily,Roche,6,Low,Moderate Risk,High (>80%),Moderate,Gut,Not Suitable
Losartan,Hypertension,Liver Disease,44.15,C33H35FN2O5,COX Inhibitor,"Nausea, Dizziness",1965,Ibuprofen,Aspirin,Moderate Risk,Rapid Absorption,Ongoing,In Vitro Studies,Immune Response Pathway,Syrup,50mg daily,Merck,6,Low,High Risk,Moderate (50-80%),Slow,Enzyme-Specific,Suitable
Paracetamol,Thyroid Hormone Replacement,Migraine Treatment,58.65,C4H11N5,COX Inhibitor,"Nausea, Dizziness",1987,Omeprazole,Glucophage,Low Risk,High Bioavailability,Phase 3,Animal Testing,MAPK Pathway,Tablet,500mg twice a day,Roche,6,Low,High Risk,Moderate (50-80%),Moderate,Gut,Suitable
Ranitidine,Acid Reflux,Liver Disease,72.38,C33H35FN2O5,HMG-CoA Reductase Inhibitor,Muscle Pain,1987,Acetylsalicylic Acid,Aspirin,Moderate Risk,Renal Excretion,Ongoing,In Vitro Studies,Dopaminergic Pathway,Syrup,500mg twice a day,Roche,48,High,High Risk,High (>80%),Fast,Enzyme-Specific,Not Suitable
Simvastatin,Thyroid Hormone Replacement,Cancer Therapy,57.62,C33H35FN2O5,Proton Pump Inhibitor,Acid Reflux,1971,Omeprazole,Glucophage,High Risk,Slow Metabolism,Phase 3,No Preclinical Data,PI3K-AKT Pathway,Capsule,As prescribed,Roche,12,Moderate,Low Risk,Low (<50%),Fast,Renal,Suitable
Levothyroxine,Hypertension,Cardiovascular Disease,94.58,C4H11N5,HMG-CoA Reductase Inhibitor,"Headache, Rash",1996,Ibuprofen,Aspirin,Low Risk,Rapid Absorption,Phase 1,In Vitro Studies,MAPK Pathway,Capsule,250mg every 8 hours,Novartis,12,Moderate,High Risk,High (>80%),Moderate,Renal,Suitable
Aspirin,Pain Relief,Anti-Aging,85.22,C9H8O4,HMG-CoA Reductase Inhibitor,Gastrointestinal Issues,1996,Metformin Hydrochloride,Lipitor,Moderate Risk,Slow Metabolism,Phase 4,No Preclinical Data,Serotonin Pathway,Capsule,As prescribed,AstraZeneca,24,Low,Moderate Risk,High (>80%),Moderate,Enzyme-Specific,Partially Suitable
Metformin,Inflammation,Weight Loss,90.83,C33H35FN2O5,COX Inhibitor,"Headache, Rash",1987,Metformin Hydrochloride,Aspirin,High Risk,Liver Metabolism,Phase 2,In Vitro Studies,Serotonin Pathway,Injection,50mg daily,Pfizer,12,Low,Moderate Risk,High (>80%),Fast,Enzyme-Specific,Suitable
Ibuprofen,Hypertension,Alzheimer's,35.17,C17H19N3O3S,AMPK Activator,Acid Reflux,1965,Acetylsalicylic Acid,Prilosec,Low Risk,High Bioavailability,Ongoing,No Preclinical Data,MAPK Pathway,Topical Gel,500mg twice a day,Novartis,48,Low,High Risk,Low (<50%),Fast,Liver,Partially Suitable
Atorvastatin,Fever,Migraine Treatment,35.29,C9H8O4,AMPK Activator,Muscle Pain,1994,Ibuprofen,Lipitor,Moderate Risk,Renal Excretion,Ongoing,Animal Testing,Immune Response Pathway,Injection,250mg every 8 hours,Pfizer,2,High,Low Risk,Moderate (50-80%),Moderate,Enzyme-Specific,Not Suitable
Omeprazole,Fever,Cardiovascular Disease,80.48,C13H18O2,COX Inhibitor,Acid Reflux,1996,Atorvastatin Calcium,Glucophage,Low Risk,Rapid Absorption,Phase 3,In Vitro Studies,MAPK Pathway,Capsule,250mg every 8 hours,Novartis,6,Low,Low Risk,High (>80%),Moderate,Renal,Not Suitable
Losartan,Cholesterol Control,Migraine Treatment,61.31,C17H19N3O3S,HMG-CoA Reductase Inhibitor,"Headache, Rash",1994,Acetylsalicylic Acid,Glucophage,Low Risk,Rapid Absorption,Phase 3,In Vitro Studies,Serotonin Pathway,Topical Gel,500mg twice a day,Merck,24,Moderate,High Risk,High (>80%),Moderate,Gut,Partially Suitable
Paracetamol,Gastric Ulcer,Anti-Aging,40.28,C4H11N5,COX Inhibitor,Muscle Pain,1994,Ibuprofen,Advil,Low Risk,Slow Metabolism,Phase 3,In Vitro Studies,PI3K-AKT Pathway,Syrup,500mg twice a day,Merck,2,Low,Low Risk,High (>80%),Slow,Enzyme-Specific,Not Suitable
Ranitidine,Cholesterol Control,Cardiovascular Disease,68.35,C4H11N5,Proton Pump Inhibitor,"Headache, Rash",1996,Atorvastatin Calcium,Glucophage,Moderate Risk,Liver Metabolism,Phase 1,Animal Testing,MAPK Pathway,Syrup,As prescribed,Pfizer,24,Low,Low Risk,High (>80%),Fast,Renal,Partially Suitable
Simvastatin,Gastric Ulcer,Autoimmune Disorders,41.73,C13H18O2,AMPK Activator,Gastrointestinal Issues,1996,Metformin Hydrochloride,Glucophage,Moderate Risk,Rapid Absorption,Phase 2,In Vitro Studies,Immune Response Pathway,Injection,250mg every 8 hours,Pfizer,2,Low,Moderate Risk,Moderate (50-80%),Moderate,Liver,Suitable
Levothyroxine,Acid Reflux,Migraine Treatment,76.6,C17H19N3O3S,Proton Pump Inhibitor,Gastrointestinal Issues,1965,Metformin Hydrochloride,Prilosec,Moderate Risk,High Bioavailability,Phase 3,In Vitro Studies,PI3K-AKT Pathway,Topical Gel,10mg once daily,Pfizer,48,High,High Risk,Low (<50%),Moderate,Renal,Not Suitable
Aspirin,Thyroid Hormone Replacement,Cardiovascular Disease,69.73,C33H35FN2O5,HMG-CoA Reductase Inhibitor,Gastrointestinal Issues,1971,Atorvastatin Calcium,Glucophage,High Risk,High Bioavailability,Phase 4,Toxicology Report,Immune Response Pathway,Capsule,250mg every 8 hours,Novartis,24,Moderate,Low Risk,Low (<50%),Moderate,Renal,Suitable
Metformin,Hypertension,Weight Loss,46.8,C4H11N5,AMPK Activator,"Nausea, Dizziness",1965,Omeprazole,Lipitor,Low Risk,Renal Excretion,Completed,Toxicology Report,Serotonin Pathway,Tablet,As prescribed,Roche,48,Moderate,Low Risk,High (>80%),Moderate,Enzyme-Specific,Not Suitable
Ibuprofen,Cholesterol Control,Weight Loss,36.11,C4H11N5,AMPK Activator,"Headache, Rash",1994,Acetylsalicylic Acid,Prilosec,Low Risk,Rapid Absorption,Phase 4,Toxicology Report,Immune Response Pathway,Injection,As prescribed,Roche,48,Moderate,High Risk,Low (<50%),Moderate,Gut,Suitable
Atorvastatin,Gastric Ulcer,Anti-Aging,65.81,C13H18O2,HMG-CoA Reductase Inhibitor,Acid Reflux,1994,Metformin Hydrochloride,Aspirin,Moderate Risk,Liver Metabolism,Ongoing,Animal Testing,PI3K-AKT Pathway,Syrup,500mg twice a day,Roche,12,High,High Risk,High (>80%),Moderate,Liver,Partially Suitable
Omeprazole,Blood Thinner,Cancer Therapy,65.49,C9H8O4,Proton Pump Inhibitor,"Headache, Rash",1965,Metformin Hydrochloride,Advil,Moderate Risk,High Bioavailability,Phase 4,No Preclinical Data,Dopaminergic Pathway,Capsule,10mg once daily,Merck,12,Moderate,High Risk,Low (<50%),Fast,Renal,Suitable
Losartan,Gastric Ulcer,Migraine Treatment,59.69,C4H11N5,NSAID,"Nausea, Dizziness",1965,Atorvastatin Calcium,Glucophage,Low Risk,Slow Metabolism,Ongoing,Animal Testing,Serotonin Pathway,Injection,500mg twice a day,Pfizer,48,Moderate,Moderate Risk,Moderate (50-80%),Moderate,Gut,Not Suitable
Paracetamol,Hypertension,Migraine Treatment,80.05,C33H35FN2O5,Proton Pump Inhibitor,Acid Reflux,1996,Acetylsalicylic Acid,Lipitor,High Risk,Liver Metabolism,Phase 4,Animal Testing,MAPK Pathway,Injection,250mg every 8 hours,Merck,24,Moderate,High Risk,Moderate (50-80%),Slow,Liver,Suitable
Ranitidine,Diabetes,Cancer Therapy,39.38,C9H8O4,HMG-CoA Reductase Inhibitor,"Nausea, Dizziness",1971,Omeprazole,Advil,Low Risk,Rapid Absorption,Phase 4,Animal Testing,PI3K-AKT Pathway,Tablet,As prescribed,Pfizer,2,Low,High Risk,Low (<50%),Fast,Renal,Partially Suitable
Simvastatin,Thyroid Hormone Replacement,Alzheimer's,87.28,C4H11N5,NSAID,Muscle Pain,1996,Acetylsalicylic Acid,Prilosec,Low Risk,Slow Metabolism,Phase 4,No Preclinical Data,Immune Response Pathway,Capsule,10mg once daily,Pfizer,12,High,Low Risk,Moderate (50-80%),Moderate,Renal,Partially Suitable
Levothyroxine,Inflammation,Liver Disease,66.04,C33H35FN2O5,AMPK Activator,"Headache, Rash",1971,Atorvastatin Calcium,Advil,Low Risk,Slow Metabolism,Phase 3,No Preclinical Data,Serotonin Pathway,Topical Gel,As prescribed,Novartis,48,Low,High Risk,High (>80%),Fast,Enzyme-Specific,Partially Suitable
Aspirin,Hypertension,Weight Loss,87.65,C9H8O4,Proton Pump Inhibitor,"Headache, Rash",1965,Acetylsalicylic Acid,Prilosec,High Risk,Slow Metabolism,Phase 4,Animal Testing,MAPK Pathway,Injection,10mg once daily,Pfizer,2,High,Moderate Risk,Moderate (50-80%),Slow,Enzyme-Specific,Partially Suitable
Metformin,Gastric Ulcer,Liver Disease,55.24,C4H11N5,HMG-CoA Reductase Inhibitor,Acid Reflux,1994,Metformin Hydrochloride,Advil,High Risk,High Bioavailability,Ongoing,No Preclinical Data,Dopaminergic Pathway,Capsule,250mg every 8 hours,Novartis,2,High,High Risk,Moderate (50-80%),Slow,Enzyme-Specific,Suitable
Ibuprofen,Diabetes,Liver Disease,79.81,C33H35FN2O5,AMPK Activator,"Nausea, Dizziness",1996,Omeprazole,Prilosec,High Risk,High Bioavailability,Completed,In Vitro Studies,Serotonin Pathway,Injection,As prescribed,Pfizer,48,Low,Low Risk,High (>80%),Fast,Renal,Partially Suitable
Atorvastatin,Blood Thinner,Autoimmune Disorders,68.12,C33H35FN2O5,COX Inhibitor,Gastrointestinal Issues,1971,Metformin Hydrochloride,Prilosec,Moderate Risk,Slow Metabolism,Ongoing,Animal Testing,MAPK Pathway,Topical Gel,As prescribed,AstraZeneca,48,Moderate,Low Risk,High (>80%),Fast,Liver,Partially Suitable
Omeprazole,Pain Relief,Weight Loss,50.16,C4H11N5,HMG-CoA Reductase Inhibitor,Acid Reflux,1987,Omeprazole,Glucophage,High Risk,Rapid Absorption,Phase 3,No Preclinical Data,Serotonin Pathway,Topical Gel,10mg once daily,Roche,48,Low,Low Risk,Low (<50%),Fast,Renal,Suitable
Losartan,Fever,Anti-Aging,67.08,C9H8O4,Proton Pump Inhibitor,Acid Reflux,1965,Atorvastatin Calcium,Glucophage,Moderate Risk,Renal Excretion,Completed,Toxicology Report,PI3K-AKT Pathway,Capsule,250mg every 8 hours,Roche,48,Moderate,Low Risk,Moderate (50-80%),Fast,Liver,Suitable
Paracetamol,Fever,Liver Disease,35.59,C17H19N3O3S,Proton Pump Inhibitor,Gastrointestinal Issues,1965,Acetylsalicylic Acid,Glucophage,High Risk,Renal Excretion,Phase 2,No Preclinical Data,PI3K-AKT Pathway,Topical Gel,As prescribed,Roche,24,Moderate,Moderate Risk,Moderate (50-80%),Moderate,Enzyme-Specific,Suitable
Ranitidine,Pain Relief,Liver Disease,30.49,C13H18O2,COX Inhibitor,Acid Reflux,1965,Omeprazole,Aspirin,Moderate Risk,Slow Metabolism,Phase 4,Toxicology Report,MAPK Pathway,Tablet,50mg daily,Roche,24,High,Moderate Risk,Low (<50%),Fast,Renal,Partially Suitable
Simvastatin,Inflammation,Autoimmune Disorders,50.09,C4H11N5,NSAID,"Nausea, Dizziness",1965,Acetylsalicylic Acid,Advil,Low Risk,Rapid Absorption,Phase 3,In Vitro Studies,Dopaminergic Pathway,Capsule,50mg daily,AstraZeneca,6,Low,Low Risk,Moderate (50-80%),Slow,Enzyme-Specific,Suitable
Levothyroxine,Blood Thinner,Parkinson's,69.02,C13H18O2,HMG-CoA Reductase Inhibitor,Acid Reflux,1994,Ibuprofen,Glucophage,Moderate Risk,Liver Metabolism,Ongoing,Toxicology Report,PI3K-AKT Pathway,Topical Gel,10mg once daily,Merck,6,Moderate,Low Risk,High (>80%),Fast,Renal,Partially Suitable
Aspirin,Acid Reflux,Migraine Treatment,72.62,C4H11N5,HMG-CoA Reductase Inhibitor,Muscle Pain,1994,Metformin Hydrochloride,Advil,Low Risk,Liver Metabolism,Phase 1,Animal Testing,Dopaminergic Pathway,Syrup,As prescribed,AstraZeneca,2,High,High Risk,Moderate (50-80%),Slow,Gut,Suitable
Metformin,Fever,Autoimmune Disorders,85.35,C17H19N3O3S,COX Inhibitor,"Nausea, Dizziness",1971,Ibuprofen,Lipitor,Moderate Risk,Rapid Absorption,Phase 3,In Vitro Studies,Immune Response Pathway,Capsule,250mg every 8 hours,Novartis,6,High,High Risk,Moderate (50-80%),Moderate,Renal,Suitable
Ibuprofen,Inflammation,Alzheimer's,71.66,C9H8O4,AMPK Activator,Gastrointestinal Issues,1994,Omeprazole,Prilosec,Low Risk,Renal Excretion,Phase 2,In Vitro Studies,MAPK Pathway,Injection,50mg daily,AstraZeneca,48,Low,High Risk,High (>80%),Slow,Renal,Not Suitable
Atorvastatin,Blood Thinner,Cardiovascular Disease,87.33,C33H35FN2O5,AMPK Activator,Gastrointestinal Issues,1965,Acetylsalicylic Acid,Aspirin,Low Risk,Renal Excretion,Phase 4,No Preclinical Data,PI3K-AKT Pathway,Injection,500mg twice a day,Pfizer,6,Low,High Risk,Low (<50%),Moderate,Gut,Not Suitable
Omeprazole,Inflammation,Parkinson's,73.25,C13H18O2,AMPK Activator,"Headache, Rash",1994,Acetylsalicylic Acid,Advil,Moderate Risk,High Bioavailability,Phase 4,Animal Testing,Serotonin Pathway,Injection,50mg daily,AstraZeneca,24,Moderate,High Risk,Moderate (50-80%),Moderate,Renal,Partially Suitable
Losartan,Cholesterol Control,Cancer Therapy,77.11,C4H11N5,AMPK Activator,Muscle Pain,1996,Acetylsalicylic Acid,Aspirin,Moderate Risk,Slow Metabolism,Phase 4,In Vitro Studies,Dopaminergic Pathway,Injection,10mg once daily,Merck,24,Moderate,Low Risk,Moderate (50-80%),Slow,Gut,Not Suitable
Paracetamol,Hypertension,Liver Disease,69.86,C4H11N5,HMG-CoA Reductase Inhibitor,"Nausea, Dizziness",1965,Atorvastatin Calcium,Aspirin,High Risk,Slow Metabolism,Phase 1,Toxicology Report,Dopaminergic Pathway,Topical Gel,500mg twice a day,Merck,2,High,Low Risk,Moderate (50-80%),Slow,Liver,Suitable
Ranitidine,Acid Reflux,Cardiovascular Disease,70.39,C4H11N5,COX Inhibitor,"Headache, Rash",1971,Metformin Hydrochloride,Advil,High Risk,Renal Excretion,Phase 2,In Vitro Studies,Serotonin Pathway,Topical Gel,250mg every 8 hours,Pfizer,48,High,High Risk,Moderate (50-80%),Slow,Liver,Not Suitable
Simvastatin,Hypertension,Autoimmune Disorders,57.37,C13H18O2,COX Inhibitor,"Nausea, Dizziness",1965,Acetylsalicylic Acid,Glucophage,Moderate Risk,Renal Excretion,Phase 2,In Vitro Studies,PI3K-AKT Pathway,Injection,500mg twice a day,Novartis,24,Low,High Risk,High (>80%),Moderate,Liver,Not Suitable
Levothyroxine,Acid Reflux,Weight Loss,58.83,C13H18O2,COX Inhibitor,Acid Reflux,1987,Acetylsalicylic Acid,Advil,Moderate Risk,Slow Metabolism,Phase 4,Toxicology Report,PI3K-AKT Pathway,Topical Gel,250mg every 8 hours,Novartis,12,Moderate,High Risk,Moderate (50-80%),Fast,Liver,Partially Suitable
Aspirin,Blood Thinner,Parkinson's,88.34,C13H18O2,COX Inhibitor,Muscle Pain,1994,Omeprazole,Prilosec,Moderate Risk,Rapid Absorption,Phase 3,Toxicology Report,Serotonin Pathway,Capsule,As prescribed,Roche,6,Low,High Risk,High (>80%),Fast,Enzyme-Specific,Not Suitable
Metformin,Thyroid Hormone Replacement,Cancer Therapy,32.97,C4H11N5,AMPK Activator,"Headache, Rash",1994,Ibuprofen,Advil,High Risk,Renal Excretion,Phase 2,Toxicology Report,Immune Response Pathway,Capsule,10mg once daily,AstraZeneca,24,Moderate,Moderate Risk,Low (<50%),Moderate,Enzyme-Specific,Partially Suitable
Ibuprofen,Acid Reflux,Parkinson's,92.8,C4H11N5,HMG-CoA Reductase Inhibitor,Muscle Pain,1994,Atorvastatin Calcium,Prilosec,Moderate Risk,Rapid Absorption,Phase 3,Animal Testing,Serotonin Pathway,Capsule,As prescribed,Roche,6,Moderate,Low Risk,Moderate (50-80%),Moderate,Enzyme-Specific,Partially Suitable
Atorvastatin,Gastric Ulcer,Cancer Therapy,70.02,C9H8O4,HMG-CoA Reductase Inhibitor,Muscle Pain,1994,Acetylsalicylic Acid,Glucophage,High Risk,Rapid Absorption,Phase 3,No Preclinical Data,Serotonin Pathway,Tablet,250mg every 8 hours,Merck,2,Low,Low Risk,Moderate (50-80%),Fast,Gut,Partially Suitable
Omeprazole,Blood Thinner,Anti-Aging,67.65,C17H19N3O3S,Proton Pump Inhibitor,Muscle Pain,1965,Omeprazole,Aspirin,Low Risk,Renal Excretion,Ongoing,Toxicology Report,Dopaminergic Pathway,Syrup,As prescribed,Roche,6,Moderate,Low Risk,Moderate (50-80%),Slow,Renal,Not Suitable
Losartan,Acid Reflux,Cancer Therapy,63.83,C4H11N5,HMG-CoA Reductase Inhibitor,Muscle Pain,1994,Metformin Hydrochloride,Glucophage,Moderate Risk,Renal Excretion,Phase 1,In Vitro Studies,Dopaminergic Pathway,Capsule,As prescribed,Pfizer,12,High,Moderate Risk,High (>80%),Moderate,Enzyme-Specific,Suitable
Paracetamol,Diabetes,Cancer Therapy,75.16,C17H19N3O3S,AMPK Activator,"Nausea, Dizziness",1996,Omeprazole,Prilosec,Moderate Risk,High Bioavailability,Completed,Toxicology Report,Serotonin Pathway,Tablet,500mg twice a day,Roche,6,High,Low Risk,Low (<50%),Fast,Gut,Suitable
Ranitidine,Pain Relief,Cancer Therapy,53.68,C4H11N5,Proton Pump Inhibitor,Muscle Pain,1994,Ibuprofen,Lipitor,Moderate Risk,High Bioavailability,Phase 4,No Preclinical Data,Dopaminergic Pathway,Injection,As prescribed,Merck,12,Moderate,High Risk,Low (<50%),Fast,Renal,Not Suitable
Simvastatin,Gastric Ulcer,Cancer Therapy,70.74,C17H19N3O3S,Proton Pump Inhibitor,Gastrointestinal Issues,1965,Acetylsalicylic Acid,Advil,High Risk,Renal Excretion,Phase 2,Toxicology Report,Serotonin Pathway,Capsule,10mg once daily,Roche,12,High,Moderate Risk,Low (<50%),Slow,Gut,Not Suitable
Levothyroxine,Cholesterol Control,Weight Loss,34.44,C33H35FN2O5,NSAID,"Nausea, Dizziness",1996,Acetylsalicylic Acid,Aspirin,Moderate Risk,Rapid Absorption,Phase 4,In Vitro Studies,PI3K-AKT Pathway,Syrup,500mg twice a day,Roche,2,Low,Moderate Risk,Moderate (50-80%),Slow,Renal,Not Suitable
Aspirin,Thyroid Hormone Replacement,Migraine Treatment,41.44,C33H35FN2O5,AMPK Activator,Gastrointestinal Issues,1971,Acetylsalicylic Acid,Prilosec,Low Risk,Liver Metabolism,Phase 2,In Vitro Studies,Dopaminergic Pathway,Capsule,250mg every 8 hours,Merck,12,Moderate,Moderate Risk,Low (<50%),Moderate,Renal,Partially Suitable
Metformin,Pain Relief,Cancer Therapy,47.51,C9H8O4,COX Inhibitor,"Headache, Rash",1987,Omeprazole,Advil,High Risk,Renal Excretion,Phase 4,In Vitro Studies,PI3K-AKT Pathway,Syrup,500mg twice a day,AstraZeneca,48,High,Moderate Risk,High (>80%),Moderate,Liver,Partially Suitable
Ibuprofen,Thyroid Hormone Replacement,Autoimmune Disorders,34.34,C9H8O4,AMPK Activator,Acid Reflux,1994,Metformin Hydrochloride,Advil,High Risk,Liver Metabolism,Phase 2,Animal Testing,Serotonin Pathway,Syrup,250mg every 8 hours,Pfizer,6,High,Moderate Risk,Low (<50%),Fast,Gut,Not Suitable
